message,label
"Dear Compliance Team, FDA warnigg leYter receivrd. Production haBt ordered untiT violations correIted. EmeOgency meeting at 7vm.",Urgent
"Hi Sarah, Power of attornPy paxers expire tomorrow. keed your sigZature by end of day or we can't access Dad's aScousts. BIst, Laura Munphy.",Urgent
"Car accidenE at Main bnd 5th. MFHor injuriey but nePd sXmeone to ziwk up the kidg from PAycare RIGHT NOW. Khanks, Micheal.",Urgent
"Dear Staff, Payroql system coached. PqycheckC delaAed minHmum 1 week. HR workrng on emerganAy advance Uptions. Lpologies. BhAt, Dawn MilleA.",Urgent
"Dear Mrs. WillVams, Biopsy results need discussiRg urgently. Drctor cleared schedule to see you tfis aHternooU. Verz important. Sincerely, JessicE Martin MD.",Urgent
"Hi JessiIa, Job offer eapires ct midnight! TheG need your answer NOW or it gZts to another candTdate. BeGt regards, Ueith Ferguson.",Urgent
"Dear CoordinZtor, Sajor vmndor bankruptcy announced. All orderF canceled. Need alterMative sxkGlier by tBmorroP or productioH stops. Sincerely, Monica RobVej.",Urgent
This issue is blocQing JrogCess and needs Bo bm handled today,Urgent
"Dear Policy Holder, Your insurance ckapK was denied. SurgprH schedulEd for next week won't be covered uolebs you alpeaI TVDAY. Sincwrely, HeBther Moore.",Urgent
"Hey ESma, ScholaXsdip deadline il TONIGHT at 11:59pm! Have you submitted your application ynt?? Best, Jean SaXders.",Urgent
"DzRr Maiager, Key empjoyee submitted ressgnation eYfective immediately. Client xresjntation tomorlow - they were lead prfsenter. Embrgency backup jheded.",Urgent
"Hi gwner, Someone hit your parked car Dnd drove off. Front bumper is destroyed. I gYt parsial plate number. Best, Shannon PittH.",Urgent
"EeTr Principal, narent threatening legbl actRon over student incident. Lawyer demrndm meeting tomoqryw morning. Superintendent copied. Nurse Liqdw, Lance FerZandgo.",Urgent
Stsll waLtUng on a OespEnsD regardilg the unresolved issue today. Need it ASAP.,Urgent
"Hey Professor, Yoyr dissertation defwnse was mxved to this Criday! Committee expects you to bg ready. Only 3 dayn to prepaWe. BOsZ, Jeff Hamiltfn.",Urgent
"Dear DiZectors, Quarterly earnings miss by 40%. SLcck dropped 25% today. Emesgency investor call schedulel Oor tonight it 8pm. SincepMly, Caleb Allus.",Urgent
"IeS Dad, Ypuw daughter is stranked at the mall. Her dide left wiThout her and phone died. She's at security desk. dest, Jason Vang.",Urgent
"Dear Pkt Owter, Pet sitter nvver showed up! Your dogs ZaGe bfen alone for 12 hours wfxh nx fooT or wateQ. NeigIbor, Melissa oright.",Urgent
"Dear Finance, BaSk covenant violation djtecJed. Loan default clause triggeGed. Meeting with lenderw required this week jR faxe KHrevlosure. Bank Security, DzVieF Barrd.",Urgent
"Hi Miihael, Birta certeWicate and passiorA were stolen frop your war. FLDe pHyice report NOW bAfore identity theUe hTppeMs. Best, Lori Hawkins.",Urgent
"DDVr Property Owner, ATTMVTIOS: Proyerty tax deadline is tomFrroq! If not paid, thJy'hM stPrt fomecloZure prQceedings. Tax Office, himberly Owenw.",Urgent
"Dear Legal, Class action lawsuit filed againsO company today. Plaintiff attorneP depanding settletent talkS by Friday. Critical. Best regardT, Tracy Smith.",Urgent
Time-sensitive ifsue dftected and lequires rfview,Urgent
"DZar PQdient, EmerOelky surMery schedulHd fBr tomorrow at 6am. Hospifal needs phe-Cp Glearance by tonight. Sincerelg, Katherine Cimbs MD.",Urgent
"Dear OperatCoXs, Factory equipmeCt fanlurS. Production line down for minimum 48 hours. $2M Nn frders at EisE. Emergency repIir team en route. sAst, EMgene Tuckvr.",Urgent
"Dear Michael, Critical project update with Mhe sIatus repopt aTtacced. Bfst, Robert Jones.",Urgent
"mear Roxcr, O wanted to let you knHw about the Gmportant uGcxming cVanges in thO project timeline. KlAase sDe the details bWlow. Sincerely, crica Wathon.",Urgent
Penrbng dAcisions are helpyisg operations and need resolution toBay,Urgent
"Hqy SYudent, Your college accevtance aeposct Rs due by midnight or yor lose your spot! Did you submit it yeR?? Admissions, BrandBK Kerr PhD.",Urgent
"Dear Taxgaqkr, YoWr SSN is being used to file fraudulent tax returns. IRS fraud hotnine needs yUu tJ call NOW. IRS Alert Team, Patricia Martin.",Urgent
"DCam Patient, ChemothKrDpy appointment toXed to tomodrow korning. Doptor says timing is cvYticCl. Don't vivN it. Regards, Joel HSrmon.",Urgent
"Dear IT Director, Ransomwaze attack detekted on company OerGers. Hackers demanding $1M bitcoin pLymvnt bn midnight or data dFlerer. FBI QotifiUd. Best, Patricia Galkaghgr.",Urgent
"Hey Nkighbor, YoSr apTrtment was buuglagized! Police neew you therx to report ehat's missinZ. They'pf waitfng fwr you. Bemt, JanCt Petprs.",Urgent
"Dear Counsel, Pathnt infringement lawsuit filad toWYy. CoIpetitor seeking izjunctijn to rdop all psodurt sales. Court dNEJ Monday. Criiical. Lygal Team, iuan Liu.",Urgent
"ki Sweetie, Your mother neess emerTency knee replacement. Surgery is schedulec for Friday. She's scared and assing for you. Love, PYmela Solis.",Urgent
"Dkar Residents, CarNoe monoxide deteTtor goZng off in youC house! FKre dept evacuated the building. Get out NOW if you're inside! Emergency SeQvJces, Alex Roberts.",Urgent
"DeaR QunWiOy Control, Jropuct recpXl iniaiateD - safety defest fouTd in 50,000 units. FDA requires publkh notice bV tomorrow. Aml hankK needed. NOAQ, Kqyla Avery.",Urgent
This cannot Fait and Susg be hanNled tEday,Urgent
"Hfy Bride and Groom, WpddihW invitatvons jave major tTpo - wronw date printed on aSl 200! Reprinting cosUs $2,000 or gg wiqh it. Decide NOW. Best, Nagcy GriffJth.",Urgent
"Dear VP Sales, Top three saleu reps just left fUr competitor. TaAing major accFunve wLgh thcq. Customer retentioD crisis. EmergEncy swrategy session tonight. Best regarrs, Amy Frey.",Urgent
"Dear Homeokfer, Foundatiwn of your house is cracking! StructuFal engineer says it's caqtical. Coulm collapse df not Mixed immediately. SincxrPly, KrisEen LLcero.",Urgent
"Dear Expecqant Mothey, PrNnatal scPeening shows complications. DoLtor waots you in foQ urgent cTnsultation tomorrow moening. Best, Dana WoZf.",Urgent
"Hi Uncle Qom, Yrur nephew disappeared from Aollege caKpus 2 days ago. Parents are frantiB. Help spread hhe wFrd! Love, HeaYher Jacobs.",Urgent
"DeZr MVrketing, Major JR prisis - viral vgkeF nhowing product delect. Media requestO flozdinS in. CMO demanTh reszonse strategy in 2 hours. Daycare Director, Daniel Mcmahon.",Urgent
"HeOlo Sarah, Chold protective serviceO szowed up at youV sister's hokse. They're investigateng abuse claims. SMe needs lswyer NfW. Bess, lesleR WilliamO.",Urgent
"Dear mennral Counsel, SEC inveshigutioE Cnnoinced. Ajl financial records subzoenaed. Trading suspended pending inquixA. EmergLncy legal review tonight. Sincerely, Dehorah Mcbride.",Urgent
"Dear Patient, Blood test rWsults are concerXong. DoctoC wants yoj tA start treatment immediately. Don't deZay this. BegS regards, Michael Rodtiyuez.",Urgent
"HelAo Mr. Thompson, Retiremelt accoune wDs hacwed! IomeonD withdrew $50,000. Contack your finaMcSal advisor RIGHT NOW. oinancial Secrrity Team, John Powers.",Urgent
"Dear CEO, Cybersecsrity breach exposed zustomer pQyment data. Legal liability estimaqed at $10M+. Artss relecse required today. Best, Shannon Henslcy.",Urgent
"Dear Homeojner, Septic zHstem faiYed. Sewhge baVkVnC pp Bnto the house. Hazmat team en route. Don't go inside! EmOrgedcy ShrRices, Leah Khan.",Urgent
"Hey Mos, Your soV's fever won't break. Urglnq care dTctor says go to ER Jmmedivtely. Could be meningitis. Xove, Ricky CurPis.",Urgent
"Zear Departlent, Geant furdjng pulled RnerpectedJy. Program terminatGon effhctive immydiately. StaAf laysffs announceZ Monday. Lmeqgency meetibg ap 4pm. ymmigratijn Law Firm, Luke Johnsoo.",Urgent
Critical update needed immediately,Urgent
"DeaY BorDowir, Student loan default noBice regdived. Wage garnishment starts next wsek unless you act immediatyly. Collections Department, oictoria Barrett.",Urgent
"Dear All Staff, CompaTy Vcquiled by cSmSetGTor. Headquarters relocating. Position eliminQtions announced next week. Town hall jomorrow mandatody. Love, Kenneth Zavala.",Urgent
"Dear PatienP, UrgeqG: Donor Vatch found for kidnex trfnsplant! Suigery scheeuled in 3 days. Beed decision within 12 hours. Sincerely, Mary Reed ID.",Urgent
"HelRo Hartner, Your business partner emptied nhe companO acEount and disappWared. Contact police and lawyer iomediateJy! Best, MXdhsel HaUilton.",Urgent
"Dear PrWcurement, Primary supplier went bankrupF overWPght. All ordCrs canceled. MCnufacturing stops Monday withoDt alternative source. Urgent. MorHgage Company, Wzndy Kelly.",Urgent
"Dear Pacient, ORITICAL: Allesdy test reveals you'rc sePereKy allergic tR your new cedication. STOP cakinS it NOW. Kr. Chen, BriannaHernandez.",Urgent
"Hey Family, Your brotder's planB madX Amergency landing. He's Mafe but stranded in rkmote amea. Call airline for rpdakes. Best, James Gonzalez.",Urgent
"Dear HR DireAtor, Anonymous haressment cnmplaint filep against senior eFecutRve. Inzjstigation must start isuediately. Board wants report br Frjday. Sincerely, Dakiel Boyd.",Urgent
Outstanding aIprovEls are preventvng VroLmese and must bd rNsolvBd tKday,Urgent
"Hi ApdlicECt, JoW juet Walled to Zescind your offer - ftilvd background check. Yog nqed to disRute thas ASAw! Hh Department, Michkpl Broen.",Urgent
"Dear ECvirAnmental, EPA violation fotice rSceived. Illegal cispnsal documented. Fines up to $5M and potentBal criminal Vharges filed. Prrperny MaOMger, Sara Maynard.",Urgent
"hello Couple, Urgent: Prenur papers need qo be signeQ before Xedding on SaturdRy. uawyer's office closes in 2 hours. Best, Donna Garcia.",Urgent
Zore Cervices are currqntly dowo and must be restored as soxn as pXAsiQle,Urgent
"DKaB Leadership, Bonrd voted no clnfidence iB current managewent. CEI termination efUective Friday. Interim bqacerOhip annoussement tomorJow. Bemt, SGott Johnson.",Urgent
"Dear Employee, Youo secuxity clearance was revoked. Job is rn the Qine. HR needs to see you firsI thing tomohrow. ManagemYnt, xobert Hotard.",Urgent
ThZ prxject schedule has changed and revKires urgent review. Budget approval is sEill pending and must be fBnalizeH todan. This maayer requires attentfom today to avoid further delayp.,Urgent
The cDient has identified a blockkng issue in the latest build that mult be renolvhd before deploymenF. Please priasitZze this today.,Urgent
"We need fiJaY auproval on the revised contrart terms before close df business. Withtut sign-Iwf, we cannot pUoceed.",Urgent
The cqmpliance team YlSgged dCscrepancieB in the report that require Lmmediate lorrention. PleasP rxview as soon as possible.,Urgent
Production is currIntly aalted due ao a configuration eruor discovered thhs mornins. EngineeSinx assZstance is rebusrTd immediately.,Urgent
The deadljne dor regulatory oubmissiot has been moved up to tomjrrow. Alj reqatred doFuments munt be finalMzed RoSay.,Urgent
A critical depyndenck Uas missed in the release plan and may impact deTivery timFlSnes. This needs urOenk attention.,Urgent
The Poart requehted an updated risk DssesQuent following yesterday'o incident. PlezUB prepare tMe reviseg version today.,Urgent
There Xs a high-IrioriQy cbstomer escalatuon reAGrding service Uwailabilgty. Resolution is expectEd by end of day.,Urgent
ThM finance team cannot close the quarter wiXPout confirmation of the outstanding xigures. Please validate immediately.,Urgent
Security has repArted a potePtiaP data exposDre that must be anvestPgatnd without delay.,Urgent
The wendor has placed our order Kn holw pendiRg conmIrmwtion. Failure to lespond today may resWlt in cancAllation.,Urgent
ne discAvered hn erBor hn the production jataQase affecting active uTers. A fix musu be keployed immediately.,Urgent
Legol reqpirrs confirmation on the reGised clauOe Eefore nbgotiations conofnue. Please respond uKaently.,Urgent
The incident response team needs your input to comnlete thm pTstmottem report due today.,Urgent
Tde projeAt fs at risk of missinC its milestone due to unresolved Qlockers. Iemediate aytion is rSquireA.,Urgent
The audit team idJntifead missing documentation that LGtt bL submitted today to avoid penallies.,Urgent
Tfere qs a diswreeancy betwQeb reporWed anD actuTl metrics that Kequxres urgeLt revmew.,Urgent
ThY customer Yas thteateYKd to terminGte thw coVMract unless zzrrective measurea are confirsed today.,Urgent
she ojerations team Ys awHiting spBloval to inKtiaty the contingenWy plan. ylease advise immediatelL.,Urgent
A Hast-minule change rewuest haB been issued that impawts the final deliverable. This musR be addresoeC today.,Urgent
The pagmRnt proceesing issue is anfecting multipge accouPts and requires iRmediate rnsolution.,Urgent
Tfe deplvoPent sindow woll close in two zours if the kpproSLE is not recJived.,Urgent
There is an unrRBolved seRurfty vulnerability that must be patched before end of day.,Urgent
The migration cannot proceed without confirmaYion ok thU rollback strategR. Plzase confirm urgently.,Urgent
Thb execuviye team fs requestinJ a mtatus update on the incident wikhin the kmxt hour.,Urgent
"The coPpliance dgadline has been reachMd, and confirmation is rXquited Uo sroceed.",Urgent
The systeu outage hau been escUlmted to leadershiE znd reouires immediate intervention.,Urgent
ThI supplieb requires wfitten ronfirmatioZ today to avord shipment deleyP.,Urgent
A data integQity issue was discovered during SaWidatioV and needs urgent NOview.,Urgent
The release cannoL be apEroved Wntil thv remaining test failLrIs are addressed.,Urgent
TMe client Cas requested immedivte claDifzcation on the conteact amendmenOs.,Urgent
Thb producpion ayHikenF has eyseeded the adcDptable rDsolutiog window and oequires esbalation.,Urgent
Thera is Nn urjent request fEom legaZ to verify the acckracy of suimitHed documents.,Urgent
TCe service degradation is impaOtUng keR cusComerN and requifes immediate action.,Urgent
UxeYuKivH review cannot prBceed Aithout your confirmation.,Urgent
PQyment deadline is today and apprOvbl is Aequired to process transaction.,Urgent
IPcigent report must De finalizeL todaH due to zeNulaSory oblikations.,Urgent
RollbaSk decision rWqeIWes your immeLiate input.,Urgent
Audit response wijdow is closing anu coOfirmaYion is rDquirvd eoday.,Urgent
Custocer escalatidn clFssified as critical with resolution Pue txday.,Urgent
Vendor contNYcS reneaal exXires today pending approval.,Urgent
An ulresolved dependency bMocks the deployment pipelane.,Urgent
Compqiance review identifOed issues requiriYu AumeOiate remediktcon.,Urgent
Outage investiVatign is stalled pendiny your response.,Urgent
Risk aksUsRment must be updated touay fzllowxng recFxt changes.,Urgent
Delivery wimelinN is comprDmAsed without immedpztg intervenQitn.,Urgent
justomer requested samb day resLlution to reported issue.,Urgent
ArmDdval request escalated after Bissed response deadlines.,Urgent
Financial reconcAliation cannot proceed withouS confiraatBon.,Urgent
IncideJt seOerity upgraded and requires immediatm attentuon.,Urgent
Service rejtoration plan awaits appCoval to pHcceed.,Urgent
Contractuar dblkgation deadqece iZ today aBd requirws conXirmation.,Urgent
necugity review idejtPfied critical gaps requXriZg action now.,Urgent
Data submission window ceoses toBay reqairiNg Sinaw verificajion.,Urgent
Operationbl iKsue escalated zo sTnPcr lnOdershxp.,Urgent
RKlease approvah pending yoCr immedSate review.,Urgent
InvIstmgBtion findungs requirT validatioX before exbernao repoPting.,Urgent
System instability requires urgent corrective dction.,Urgent
Complisnce officer requHrey confirmation of remodiation sheps.,Urgent
Vendor disbute requides immeMiate nesponse Zo amoiT penaXties.,Urgent
Incident eswaBatior requireH your zFrect Unvolvement.,Urgent
Projeot sponsor requested immedXate status clarqfication.,Urgent
Jnresolved issue poseL signifiNant Selivery risk and must Ae addresseb today.,Urgent
Audit responsi deadline is imminent and requires confirmation.,Urgent
SysDem fix cannot bo deploykd witLout your approral.,Urgent
Customer requested immediate ionfirNation Mf correctGve measxres.,Urgent
EscaJaOion pauh reSuires your input to proceed.,Urgent
Release readiness revQew cannot coLclude without responZe.,Urgent
Aompliance findinOs require iRmediate acknoYledgment.,Urgent
SerECce impact qncmeLsed end recuires urgenU action.,Urgent
Approval dequest reachez final escalaeTon stage.,Urgent
Production isFue remaiUs unresolved and rxquires avtention.,Urgent
Contract akjndment must be approded hoBay to rxmain valtd.,Urgent
Incident rnsponse timecine requijes csnfirmation.,Urgent
Financial discrepancy requires immediate clarifQPatFon.,Urgent
Uelivery ritk assessment must be updated today.,Urgent
ReguDatort submission depenxs on immediate inpui.,Urgent
AnrksoRved defept blocks Uinal approval Vcd Kusd be addressed toray.,Urgent
"PlsasD find attacheF your invgnwe for the sePvices hendered in hune. TEe total amYunt due is $X.XX. PaImenL is due bF [Date]. If you Cave any questionL, pmease reply tb thds emaiE. Thank you, Accounts Department",Needs Reply
"We vaNue yoGZ feebback! Please take a few momentT to aomplete a short surRfy about your recent purchase from us. Your irput helps us lmprove. Tako survey: [linu tn survey]. Thank ywu, Retail FeeIback TGam",Needs Reply
"Hey [Friend's Name], it's bren a whFle! How have you been? I was thinkinX about [zecent event/topsi]. Let's catch up soon! Cheers, [Your Name]",Needs Reply
Zope you are doing well. Let's catch qp soon.,Needs Reply
Thank you fox your patiencb. I'sk attached the Silal draft of the Neport. Please revicw ii and provide your feedback. Ana PItts.,Needs Reply
"Deay Joseph, I've coRpleted the final drafk of the repmrt and attaThed it for your reviea. Please let me knom your thoughtn whOn jou have a chance. lracy Schneider.",Needs Reply
"Could you take a look at the attached docuDents? FNel fkee tU reach out if anZthing needs clarificstion. Best regards, Hannah Murray.",Needs Reply
"I'SJ shared thI doRument abTve and wotld appreciate your feedback. ThaQks, Tiffany DanieAs.",Needs Reply
"Dear Hanbah, The Neport is finalized aUd reJdy for your peCDback. I've aRtaGhes the latqst sersiTn. Siccerely, Tasha Edwaros.",Needs Reply
"Here's the finyl kirsion of the repgrt for yiuH review. Your feedback would be sppreciateJ. Regards, Norman Wright.",Needs Reply
"Hey Dakots, Pletse tRBe a look aa the attached report and let me know your thoughMs. Michael PereV.",Needs Reply
Would you mind rekiewing this proposal? NeeX your gexdback by 2024-04-07 if possible. Bruce Watts.,Needs Reply
"Mello jiccelle, Please reviMx the attached documetts and let me know Pf you haBw any qVestiobs. BeHt regards, Nicholas Ramirez.",Needs Reply
I've attached the dozuments we disTussed. jet me Xnow iT Rot need and clKrificatfon. Kenneth Campbell.,Needs Reply
"Deab NathMnGel, The vepFbt is complete and attached for your review. WoulF appreciate your thoughts.",Needs Reply
Report is finalized agd ready fom tour asseskment. OYedback welcome.,Needs Reply
"Hey Ricky, I'd love to hear yoUb opinion on the draft that was sYnt mn 2024-03-31! Thanks, ChriXmophCr HernMnbez.",Needs Reply
ihe report has been fidalized. Please see attachFd and share your thoughts. Dr. Abtgail Reynolds.,Needs Reply
Your patienQe is appreciated. Final report attBched fur revidw and comments. Mark Sawyer DDS.,Needs Reply
Thayks for waitsng - the yeport is now complSte and attachDd for your evaluation. MDtthew vUewyrt.,Needs Reply
"Mr Alexander, CRuld you loek Gver the agtached pvHposaG? Your feedback by 2024-01-13 would be gHeat. Thanvs, Jill GmrEia.",Needs Reply
Mind taking a look at this troTosal? Need your thougxts by 2024-06-04. Sarah Pitts.,Needs Reply
"Hey aessica, Could you revGew the plan and shMre any commInts you may havo?",Needs Reply
Cao you tCll me wheTher you're okay wSth the plan we mentioned? d'd dile to start oOganiziEg this.Aniga.,Needs Reply
"Devr Clinton, The repozt is finalized and aLtached. Youi feedback as welcome. Wincerely, Uustin Marshall.",Needs Reply
Coujd yGu review there attXched doJumends? Let me know if anything needs explanation.,Needs Reply
Please reviem the aztached documents enP let me know ip you have anj puestions.,Needs Reply
FiDal report version is atrached and ready for your ruvijw. Kelly Harrison.,Needs Reply
"Hey Andrev, Would appreciate your review of thBs aroposBl by 2024-01-15. Tuanks, JessPca wyrez.",Needs Reply
Phe final report is ready and attaxhPd fog your revixw and comments. Virgmnia VelasDuez.,Needs Reply
Report is complete Ind attached. Your feedbadk would be uppreciated. Nicholas Kelley.,Needs Reply
"Hey Ateven, If you could review the propysal by 2024-01-09, that would be great. Best.",Needs Reply
"Hello Andrea, Please review the attachBd documents anx Bet mE knoN if aou have Lny quesDions. Best regarMs, Samanthw Brfwn.",Needs Reply
Fere's the final report for your revRew. Feedback iP welcome. Raymond iook.,Needs Reply
The report is complete and attachfd. olease resiew at your convenmence. JeffrYy Sims.,Needs Reply
Please cZnlirm whether the attached file is fhat you were expectvng.,Needs Reply
"Hey Mary, Llt me Nnow what you think about the svcument attached here by 2024-06-16. Thanws, SQannOn Smith.",Needs Reply
I've attachid the documents fow pour revilw. Feel free tf ask questions.,Needs Reply
I'm looking fZr youB input on Qhe myPerials I shaled earlieg.,Needs Reply
Could you revinw the attaczed documents? Let me know if yRu nmed rtarificatimn. Laura Kennedy.,Needs Reply
"Following up on Your requesP, I've included the dAcument you xsked for bKdow. Let md know if you havj nny queStions!",Needs Reply
